STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
75009,750806,Greta,Low Briery,328600,524200,NY285582,145.6,75,EA-CL,01/01/1971,,99.7,VA,,,10,NO,YES,YES,S,YES,YES,NO,1971,1999,99.96,4.987,0.358,126.5,0.624,1.484,2.56,11.98,0.38,2039,2118,0.63,,0.399,0.91,0,2.444277,97.555723,0,10.157053,35.265951,99.7,176.6,342.7,638,943.9,11.25891,1.72141,74.22134,10.32847,0,227.2,113.755
75010,,Marron,Ullock,307400,523800,NY074323,27.7,75,EA-CL,01/01/1972,31/12/1981,93.8,FV,,4.2,18.6,NO,YES,NO,N,NO,NO,NO,1972,1977,100,0.811,0.081,13.88,0.116,0.288,0.489,1.812,0.48,1508,1706,0.63,,0.54,0.964,0,20.445805,39.022616,5.098614,0.522627,58.518644,93.8,119,178.6,346.6,571.4,8.23321,6.96656,75.617063,6.938626,0.002,122,
75016,751612,Cocker,Scalehill,314900,521400,NY148992,64,75,EA-CL,01/01/1974,,95.1,MIS,6.7,,5.8,NO,YES,NO,S,NO,NO,YES,1976,2014,99.17,3.941,0.076,176,0.372,1.156,2.185,8.902,0.37,2252,2435,0.66,,0.44,0.713,0,0,100,0,4.414571,13.694951,95.1,110.2,303.2,558.1,853,5.63303,1.141616,69.196068,16.74105,0,331,36.552
75017,754016,Ellen,Bullgill,309600,538400,NY096384,96,75,EA-CL,01/01/1975,,26.6,FV,2.1,,16.8,NO,YES,YES,PG,NO,YES,NO,1976,2014,99.89,2.358,0.142,44.4,0.303,0.81,1.39,5.274,0.49,1110,1157,0.62,,0.488,0.982,1.978672,56.148594,16.669393,0.551074,0.004602,82.896603,26.6,60.8,157.8,284.1,650,3.632808,11.123046,81.970247,1.489259,0.006,78.4,36.699
76001,761103,Haweswater Beck,Burnbanks,350800,515900,NY507591,33,76,EA-CL,01/01/1951,,189,CC,60,,22.9,NO,YES,YES,SP,YES,YES,NO,1953,2014,83.75,0.569,0.091,49.4,0.215,0.269,0.282,0.473,0.5,2429,2338,0.71,,0.345,0.645,0,0,100,0,30.31017,10.500739,189,245.2,455.6,679.8,827.2,6.09879,0,68.88772,13.140587,0,293.6,18.216
76002,,Eden,Warwick Bridge,347000,556700,NY470567,1366.7,76,EA-CL,01/01/1966,05/06/1998,17.5,VA,410,,8,NO,YES,YES,SP,YES,YES,NO,1959,1998,100,34.119,2.94,727,6.85,14.4,21.48,73.3,0.5,1272,1327,0.65,,0.509,0.955,14.146917,64.486,21.367082,2.544859,7.466479,52.809534,17.5,128.3,240.5,528.7,945.4,6.43844,6.39081,78.23738,5.440493,0.005,124.8,413.42
76003,762006,Eamont,Udford,357600,530500,NY575693,396.2,76,EA-CL,01/01/1960,,90.9,VA,320,,,NO,YES,YES,S,YES,YES,NO,1961,2014,97.89,15.605,0.449,375,2.46,5.84,9.64,34.31,0.51,1777,1813,0.66,,0.453,0.86,0.0064,36.911511,63.082089,0.58139,7.766917,43.979321,90.9,149.8,287.3,578.7,945.4,7.60975,3.197643,78.05113,5.558419,0.008,187.8,195.713
76004,761104,Lowther,Eamont Bridge,352500,528600,NY525072,158.5,76,EA-CL,01/01/1962,,113.3,VA,175,,11.6,NO,YES,YES,S,YES,YES,NO,1962,2014,99.43,3.77,0.362,176,0.689,1.172,1.669,8.18,0.39,1814,1788,0.69,,0.406,0.901,0,31.233893,68.766107,0,15.469553,42.393753,113.3,199.3,323.3,567.9,827.2,6.47908,1.384487,80.34192,8.02522,0.002,153,110.23
76005,760502,Eden,Temple Sowerby,360500,528300,NY604522,616.4,76,EA-CL,01/01/1964,,92.4,VA,260,,8.9,NO,YES,YES,E,YES,YES,NO,1964,2014,99.69,15.02,1.05,472,1.96,4.43,7.5,34.8,0.37,1146,1216,0.66,4,0.474,0.998,4.625526,91.790601,3.583873,0.406828,7.555102,60.376553,92.4,145.3,249.4,495.1,794,4.95384,5.38977,80.53001,6.016999,0.004,98.8,255.546
76007,765512,Eden,Sheepmount,339000,557100,NY390005,2286.5,76,EA-CL,01/01/1967,,9.9,VA,230,,3.5,YES,YES,YES,SP,YES,YES,NO,1967,2014,99.97,53.343,5.468,1090,9.906,20.34,32.36,117.6,0.49,1183,1225,0.64,,0.489,0.971,17.323989,65.157529,16.716053,5.983583,10.028489,56.249603,9.9,85.4,209.9,485.5,945.4,8.58192,8.43605,72.92316,6.38094,0.008,103.3,615.487
76008,763308,Irthing,Greenholme,348600,558100,NY486195,334.6,76,EA-CL,01/01/1967,,18.4,MIS,180,,15,NO,YES,YES,SP,YES,YES,NO,1967,2014,99.57,7.801,0.076,192.6,1.064,2.23,3.86,18,0.32,1073,1070,0.62,4.2,0.359,0.994,13.519534,86.289682,0,13.401078,32.087249,41.726119,18.4,74.8,218.6,400.4,619,18.5208,6.58899,56.509543,15.70472,0.003,76,139.132
76009,,Caldew,Holm Hill,337800,546900,NY378246,147.2,76,EA-CL,01/01/1968,09/04/2000,59.7,VA,190,,10.2,NO,YES,NO,N,NO,NO,NO,1968,1999,98.55,4.534,0.301,96.39,0.743,1.644,2.649,10.12,0.49,1399,1524,0.62,,0.41,0.998,0.307656,50.64183,39.834798,4.620657,10.517744,55.611885,59.7,144.4,280.2,567.3,925.8,7.59712,3.103572,80.66101,8.126958,0.001,132,
