STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
37019,5541TH,Beam,Bretons Farm,551500,185300,TQ515338,49.7,37,EA-HNL,01/01/1965,,5.8,EW,9.58,26,25.7,NO,YES,YES,SEI,NO,NO,YES,1965,2014,96.84,0.333,0.031,11.9,0.069,0.106,0.157,0.744,0.37,588,598,0.27,,0.368,0.972,0,0,98.587045,26.311309,0,17.555966,5.8,13.5,34.6,76.9,103.9,5.005821,22.666843,25.116425,0.247381,0.339,27.7,8.358
37020,37020,Chelmer,Felsted,567100,219400,TL670881,132.1,37,EA-ENS,01/01/1970,,40.1,EW,12,11,18.1,NO,YES,YES,EI,YES,YES,NO,1970,2014,99.87,0.716,0.063,31.4,0.155,0.244,0.338,1.42,0.5,588,602,0.31,,0.468,0.982,7.445357,0,83.726755,1.194529,0,75.073294,40.1,64.1,87.6,107.7,122.2,6.868481,70.85642,15.038027,0,0.019,29.6,13.018
37021,37021,Roman River,Bounstead Bridge,598500,220500,TL984932,52.6,37,EA-ENS,01/01/1965,31/08/1991,4.6,EW,3,9,24.4,NO,YES,NO,GEI,NO,YES,NO,1970,1991,99.97,0.229,0.035,7.86,0.065,0.102,0.138,0.393,0.59,560,570,0.23,,0.602,0.973,0,0,100,47.055305,5.48785,32.897208,4.6,27.9,37.4,55,68,8.805057,63.79032,12.491676,0,0.061,20.9,4.51
37022,37022,Holland Brook,Thorpe le Soken,618000,221100,TM180302,54.9,37,EA-ENS,01/05/1970,16/12/2012,0.8,EW,9,22,60.2,NO,YES,NO,GI,NO,NO,NO,1970,2012,99.26,0.292,0.001,32.6,0.01,0.033,0.077,0.531,0.34,555,562,0.23,,0.48,0.994,0,0,100,9.710727,0,34.151669,0.8,17.9,24.6,33.8,38.1,5.16488,73.95243,15.266893,0,0.013,17,
37023,5470TH,Roding,Loughton,544100,195600,TQ441379,269,37,EA-HNL,01/01/1971,,18,US,,35,22.2,NO,YES,NO,SEI,NO,NO,NO,1971,2014,85.99,1.666,0.028,38.68,0.1,0.239,0.461,4.51,0.31,605,611,0.29,,0.34,0.99,0,0,98.855194,2.019774,0,69.452582,18,44.8,72.5,93.4,115.3,7.057463,68.39295,15.793671,0.059117,0.028,29,
37024,37024,Colne,Earls Colne,585500,229800,TL855132,154.2,37,EA-ENS,01/01/1971,,25.1,EW,15,14,20.1,NO,YES,NO,GEI,NO,NO,NO,1971,2014,99.85,0.736,0.048,27.7,0.106,0.207,0.318,1.5,0.43,568,602,0.27,,0.51,0.977,28.698479,0,59.331235,24.932392,0,72.656945,25.1,51.8,74.9,93.1,113.6,7.76956,74.687593,12.975102,0,0.021,31,
37025,,Bourne Brook,Perces Bridge,582300,227500,TL822582,32.1,37,EA-ENS,01/01/1965,31/12/1973,40.7,TP,,,58.5,NO,YES,NO,SI,NO,NO,NO,1965,1973,90.72,0.119,0.011,1.002,0.024,0.045,0.064,0.275,0.49,566,608,0.29,,0.52,0.91,0,0,100,8.759436,0,91.240532,40.7,61.2,78,91.4,100.4,9.58634,74.246637,12.528673,0,0.009,23,
37026,,Tenpenny Brook,Tenpenny Bridge,607900,220800,TM079282,29,37,EA-ENS,01/01/1960,31/12/1976,4.1,TP,,0.5,30,NO,YES,NO,I,NO,NO,NO,1961,1976,97.67,0.085,0,2.421,0.011,0.025,0.045,0.212,0.64,556,591,0.23,,0.66,0.988,0,0,100,28.906691,0,69.936137,4.1,21.8,32,35.2,38.9,4.34116,68.06257,20.063,0,0.015,17,
37027,,Sixpenny Brook,Ship House Bridge,605400,221400,TM054422,5.1,37,EA-ENS,01/01/1960,30/11/1976,16.1,TP,,,30,NO,YES,NO,N,NO,NO,NO,1960,1971,91.98,0.025,0,0.396,0.003,0.008,0.014,0.059,0.63,554,591,0.23,,0.66,1,0,0,100,5.203897,0,94.796103,16.1,25.1,32.4,35.5,38.6,4.86726,76.43808,9.292036,0,0.009,16,
37028,,Bentley Brook,Saltwater Bridge,610900,219300,TM109261,12.1,37,EA-ENS,01/01/1960,30/06/1976,2.1,TP,,,30,NO,YES,NO,I,NO,NO,NO,1960,1976,92.16,0.034,0,0.883,0.003,0.012,0.02,0.076,0.63,550,591,0.23,,0.64,0.979,0,0,100,3.627197,0,88.277522,2.1,19.8,24.6,32,36.5,2.55519,70.768661,17.068681,0,0.023,14,
37029,,St Osyth Brook,Main Road Bridge,613400,216000,TM134491,8,37,EA-ENS,01/01/1960,31/12/1976,3.3,FL,,1.3,,NO,YES,NO,N,NO,NO,NO,1960,1976,97.37,0.032,0,1.15,0,0.006,0.01,0.085,0.39,544,591,0.23,,0.4,0.974,0,0,100,1.229298,0,47.093074,3.3,13.1,21.2,24.5,27.4,8.695648,68.470198,18.96941,0,0,11,
37031,37031,Crouch,Wickford,574800,193400,TQ748119,71.8,37,EA-ENS,01/01/1962,,5.8,C VA,40,1.3,27.5,NO,YES,YES,E,NO,YES,NO,1976,2014,99.46,0.34,0.01,21.3,0.044,0.077,0.125,0.733,0.27,572,594,0.27,17,0.218,0.969,0,0,93.769947,2.281514,0,0.328115,5.8,15.4,31.7,65.9,116.5,9.726729,30.979539,20.97485,0,0.244,29.6,10.539
37033,37033,Eastwood Brook,Eastwood,585900,188900,TQ858568,10.4,37,EA-ENS,01/07/1975,,12.1,MIS,20,,50.6,NO,YES,YES,E,NO,YES,NO,1975,2014,95.81,0.05,0.002,2.88,0.006,0.014,0.022,0.117,0.31,555,601,0.21,,0.34,0.995,0,0,71.376861,10.503842,0,12.795129,12.1,22.3,43.4,68.4,82.4,10.4542,7.713777,14.006597,0,0.411,29.6,5.142
37034,37034,Mar Dyke,Stifford,559600,180400,TQ596198,90.7,37,EA-ENS,01/01/1974,,5.2,EW,,,28.2,NO,YES,NO,GEI,NO,NO,NO,1974,2014,84.03,0.674,0.002,63.5,0.041,0.072,0.113,0.996,0.17,560,601,0.27,,0.31,0.983,0,0,89.198882,6.114333,0,14.239277,5.2,7.8,18.4,59.9,118.7,7.367894,52.096204,26.038417,0.013855,0.058,23,
37038,,Wid,Margaretting,567200,200000,TL671920,98.6,37,EA-ENS,01/01/1951,31/12/1974,36.1,MIS,,15,,NO,YES,NO,SREI,NO,NO,NO,1951,1974,81.75,0.519,0,11.16,0.034,0.136,0.241,1.228,0.42,594,608,0.27,,0.24,0.995,0,0,81.954226,0,0,35.386616,36.1,52.9,71.9,91.8,116.8,10.096092,54.89518,17.452094,0.015293,0.087,25,
38001,5290TH,Lee,Feildes Weir,539100,209200,TL390740,1036,38,EA-HNL,1879-05-10,,27.7,MIS,51.68,40,38.3,YES,YES,YES,PGEI,NO,NO,YES,1879,2014,99.98,4.454,0,118,0.6,1.72,2.76,8.62,0.59,630,636,0.29,,0.565,0.952,71.472911,0,22.067635,19.625429,7.193223,52.957491,27.7,63.7,98.6,136.7,226.1,10.87998,55.180542,18.595587,0,0.077,36.5,45.065
38002,5080TH,Ash,Mardock,539400,214800,TL393614,78.7,38,EA-HNL,01/01/1939,,36.4,FV,7.56,13,24.3,NO,YES,YES,GI,YES,YES,NO,1980,2014,100,0.294,0.014,11.3,0.044,0.085,0.133,0.586,0.52,619,638,0.31,,0.505,1,64.279951,0,10.544896,14.742608,0,77.263159,36.4,68.3,92.9,119.4,140.3,8.242905,69.714206,18.329656,0,0.014,34.5,6.76
38003,4790TH,Mimram,Panshanger Park,528300,213300,TL282561,133.9,38,EA-HNL,01/01/1952,,47.1,FL,2.27,11.3,6.6,YES,YES,YES,GI,YES,YES,NO,1952,2014,100,0.531,0.135,2.43,0.216,0.395,0.49,0.824,0.93,656,641,0.3,13,0.72,0.985,97.02893,0,0,14.648245,35.72559,9.316868,47.1,82.2,122.4,154.1,193,12.51533,56.503453,18.23155,0,0.065,44.2,1.956
38004,4980TH,Rib,Wadesmill,536000,217400,TL359901,136.5,38,EA-HNL,01/01/1959,,47.1,FL+C,13.49,30,12,NO,YES,YES,GI,YES,YES,NO,1979,2014,99.62,0.518,0.013,18.2,0.083,0.195,0.283,0.926,0.58,625,646,0.3,,0.469,0.999,93.879546,0,0,12.523462,0,83.674676,47.1,82,114,139.2,167.7,7.654041,72.926384,15.902447,0,0.015,38.4,11.798
38005,,Ash,Easneye,538000,213800,TL380138,85.2,38,EA-HNL,01/01/1960,31/12/1981,32,TP,,5.3,20,NO,YES,NO,GI,NO,NO,NO,1960,1981,99.04,0.317,0.013,11.3,0.062,0.105,0.156,0.614,0.55,605,629,0.3,,0.51,1,65.29187,0,9.761979,15.565498,0,77.062789,32,63.7,90.7,118.7,140.3,8.356703,70.543405,17.519259,0,0.013,35,
38006,,Rib,Herts Training School,533500,215800,TL335158,148.1,38,EA-HNL,01/01/1956,31/12/1982,40.8,TP,,2.2,12.3,NO,YES,NO,GI,NO,NO,NO,1956,1982,95.58,0.614,0.031,22.7,0.133,0.235,0.334,1.133,0.58,625,645,0.3,,0.47,0.999,91.92701,0,0,12.297513,0,83.949332,40.8,77.5,112.4,138.3,167.7,7.896948,71.703227,16.7323,0,0.014,39,
38007,5189TH,Canons Brook,Elizabeth Way,543200,210400,TL431661,21.4,38,EA-HNL,01/10/1965,,37.5,FL,8.96,11.3,32,NO,YES,YES,N,NO,YES,NO,1953,2014,100,0.176,0.014,5.37,0.038,0.059,0.085,0.382,0.4,601,611,0.31,13,0.352,0.988,0,0,100,29.178152,0,48.171894,37.5,58.9,72.9,99.3,107.4,10.296595,22.257065,22.052074,0,0.248,29.3,6.996
38011,4770TH,Mimram,Fulling Mill,522600,216900,TL226461,98.7,38,EA-HNL,01/01/1955,,66.1,C,,1.7,70,NO,YES,YES,G,NO,YES,NO,1955,2014,100,0.214,0,2.439,0.012,0.124,0.181,0.387,0.94,658,642,0.3,,0.752,0.98,100,0,0,5.701631,45.972308,0.380293,66.1,100.9,133.1,157.4,193,10.60344,65.061584,17.20016,0,0.036,43.2,0.415
38012,4827TH,Stevenage Brook,Bragbury Park,527500,221200,TL274882,36,38,EA-HNL,01/01/1956,,71.4,FV,3,3.9,60,NO,YES,NO,SG,NO,NO,NO,1974,2014,99.97,0.094,0.004,7.15,0.01,0.021,0.032,0.234,0.24,634,622,0.3,,0.66,0.968,100.000001,0,0,43.075848,28.090298,1.194424,71.4,85.6,100.4,128.2,144.5,9.115514,24.035035,19.69089,0,0.281,32,
38013,4640TH,Upper Lee,Luton Hoo,511800,218600,TL117818,70.7,38,EA-HNL,01/01/1960,12/05/2013,98,TP B,3.78,4,10.6,NO,YES,NO,G,NO,NO,YES,1960,2013,98.82,0.265,0,19.3,0,0.085,0.19,0.591,0.64,661,665,0.3,,0.868,0.947,100,0,0,12.510956,2.9736,2.715225,98,115.9,133.9,162.2,226.1,5.940175,22.192882,18.359584,0,0.332,40,3.595
38014,5357TH,Salmon Brook,Edmonton,534400,193700,TQ343619,20.5,38,EA-HNL,01/01/1956,,12.4,FV,6.01,15,60,NO,YES,NO,P,NO,NO,NO,1956,2014,99.09,0.161,0.006,5.46,0.016,0.039,0.063,0.385,0.29,666,654,0.29,,0.26,0.978,0,0,100,35.809073,0,1.195041,12.4,29.1,62.3,92.9,128.5,13.525926,19.249246,24.206592,0.120377,0.293,48,
38015,,Intercepting Drain,Enfield,535500,193200,TQ355932,7.4,38,EA-HNL,01/01/1969,31/12/1980,9.6,FL,,10,27.5,NO,YES,NO,,NO,NO,NO,1969,1982,88.19,0.109,0.008,2.247,0.036,0.056,0.072,0.208,0.51,622,609,-0.02,,0,-0.002,,,,,,,9.6,,,,,,,,,0,0,
38016,5106TH,Stansted Springs,Mountfitchet,550000,224700,TL500432,20.5,38,EA-HNL,01/01/1974,,12.4,TP,0.11,,16.6,NO,YES,NO,G,NO,NO,NO,1969,2014,100,0.057,0,0.755,0.007,0.042,0.056,0.093,0.97,622,633,,,,,,,,,,,12.4,,,,14,,,,,,,
38017,4730TH,Mimram,Whitwell,518400,221200,TL184121,39.1,38,EA-HNL,01/01/1970,,88.1,C,0.26,0.5,55,NO,YES,NO,G,NO,NO,NO,1970,2014,100,0.086,0,0.467,0.015,0.057,0.079,0.155,0.97,651,642,0.3,,0.86,0.982,100,0,0,0.305393,35.303479,0,88.1,114.4,140.4,159.5,193,11.9433,69.299797,16.27982,0,0.008,48,
38018,4690TH,Upper Lee,Water Hall,530000,210000,TL299809,150,38,EA-HNL,01/01/1971,,43.6,C,8.3,26.6,12.9,NO,YES,YES,GEI,NO,YES,NO,1959,2014,99.83,1.251,0.227,9.98,0.488,0.828,1.07,2.1,0.82,663,654,0.3,,0.686,0.932,89.833031,0,6.027882,27.904318,9.779374,13.449711,43.6,75,116.3,152.3,226.1,12.29077,31.821929,20.831899,0,0.2,40.5,7.44
38019,,Salmon Brook,Montague Road,535400,193200,TQ354932,33.9,38,EA-HNL,01/01/1971,31/12/1981,9,FL,,4.4,25,NO,YES,NO,P,NO,NO,NO,1971,1976,69.26,0.144,0.006,4.176,0.016,0.034,0.057,0.344,0.27,658,646,0.29,,0.3,0.98,0,0,100,42.689516,0,1.064972,9,19.8,58.7,91.7,128.5,12.21966,17.203016,22.654521,0.185294,0.343,44,
38020,5329TH,Cobbins Brook,Sewardstone Road,538700,200000,TQ387109,38.4,38,EA-HNL,01/01/1971,,17.2,FL,,19.9,50,NO,YES,YES,P,YES,YES,NO,1971,2014,97.31,0.22,0.003,10.8,0.011,0.029,0.058,0.522,0.26,616,609,0.29,,0.223,0.997,0,0,99.855532,0,0,21.186588,17.2,35,73.4,102.7,116.9,12.123003,55.56629,16.734206,0.057882,0.052,44.4,7.571
38021,5349TH,Turkey Brook,Albany Park,536000,198500,TQ359898,42.2,38,EA-HNL,01/01/1971,,16.6,FV,,16.8,60,NO,YES,YES,PG,NO,YES,NO,1971,2014,100,0.203,0.001,7.466,0.009,0.023,0.048,0.512,0.22,665,661,0.29,,0.242,0.948,0,0,100,33.301375,0,13.371326,16.6,40.8,77.5,115.4,127.3,23.54292,32.25854,28.726383,0.048219,0.071,55.3,7.099
38022,5369TH,Pymmes Brook,Edmonton Silver Street,534100,192500,TQ340592,42.6,38,EA-HNL,01/01/1972,,11.1,C,22.57,33.1,42,NO,YES,YES,N,NO,NO,YES,1954,2014,99.99,0.465,0.04,9.95,0.104,0.187,0.269,0.968,0.48,671,671,0.29,,0.243,0.975,0,0,100,25.645153,0,6.034513,11.1,28.4,65.1,95,135,9.525869,3.582221,13.570506,0.40693,0.577,40.4,19.45
38023,5380TH,Lee flood relief,Low Hall,535700,188000,TQ356688,1243,38,EA-HNL,01/01/1974,,4.7,C,,,76.4,NO,YES,NO,,NO,NO,NO,1980,2014,97.6,2.385,0,112,0.062,0.205,0.526,5.91,0.22,632,679,0.29,,0.53,0.891,59.372048,0,35.209686,19.335532,5.97495,48.214669,4.7,47.1,92,133.2,226.1,11.97971,50.602426,19.13237,0.03745,0.092,37,
38024,5339TH,Small River Lee,Ordnance Road,537000,198900,TQ370498,41.5,38,EA-HNL,01/01/1973,,15.3,FV,,21.2,22.9,NO,YES,NO,G,NO,NO,NO,1973,2014,99.54,0.299,0.011,7.88,0.061,0.125,0.187,0.604,0.47,643,623,0.29,,0.48,0.84,0,0,100,35.83003,0,17.744139,15.3,20.1,43.1,90,115.5,14.22569,16.82007,29.04434,0,0.206,31,
38025,,Pymmes Brook,Alcazar,534000,192500,TQ340925,41.4,38,EA-HNL,01/01/1954,31/12/1974,13.8,VA,,,,NO,YES,NO,N,NO,NO,NO,1954,1974,98.77,0.525,0.04,7.504,0.097,0.198,0.396,1.048,0.53,672,673,0.29,,0.24,0.975,0,0,100,25.645153,0,6.034513,13.8,28.4,65.1,95,135,9.525869,3.582221,13.570506,0.40693,0.577,40,
38026,5169TH,Pincey Brook,Sheering Hall,549500,212700,TL495351,54.6,38,EA-HNL,01/01/1974,,43.1,FV,,16.8,40,NO,YES,YES,SPI,NO,NO,YES,1974,2014,100,0.285,0.005,7.74,0.025,0.06,0.115,0.686,0.42,599,617,0.31,,0.388,0.984,0,0,100,1.144321,0,98.855679,43.1,66.9,80.8,99,110.5,9.291323,65.14811,17.693226,0,0.027,24.1,11.777
38027,5190TH,Stort,Glen Faba,539200,209300,TL391560,280.2,38,EA-HNL,01/01/1976,,26.4,US,18.48,,,NO,YES,NO,GI,NO,NO,NO,1985,2014,95.95,1.45,0.046,36.9,0.228,0.496,0.77,3.01,0.47,605,633,0.31,,0.49,0.966,23.978655,0,70.995743,18.647598,0,78.362976,26.4,56.9,81.4,109.6,144,10.456118,56.58338,18.684589,0,0.064,28,
38028,5129TH,Stansted Brook,Gypsy Lane,550500,224000,TL505372,25.9,38,EA-HNL,01/01/1977,,60.5,FV,,5.5,40,NO,YES,NO,SPG,NO,NO,NO,1972,2014,99.67,0.08,0,4.04,0.011,0.024,0.036,0.167,0.44,609,625,0.31,,0.65,0.989,39.885841,0,33.937637,46.10832,0,53.89168,60.5,82.1,97.1,109.4,121.9,16.39985,52.45996,20.601667,0,0.036,29,
38029,4939TH,Quin,Griggs Bridge,539100,224800,TL391252,50.4,38,EA-HNL,01/01/1978,,67.3,FV,,11.5,30,NO,YES,NO,G,NO,NO,NO,1978,2014,100,0.148,0.002,13.6,0.015,0.041,0.061,0.268,0.44,625,650,0.29,,0.45,0.998,100,0,0,8.69522,0,85.414609,67.3,96.3,118.9,138.1,157.9,5.604879,78.855128,13.67989,0,0.008,35,
38030,4890TH,Beane,Hartham,532500,213100,TL325031,175.1,38,EA-HNL,01/01/1979,,35.4,FV,,24.4,16.3,NO,YES,NO,PG,NO,NO,NO,1979,2014,100,0.568,0.116,19,0.179,0.333,0.44,0.949,0.75,631,641,0.3,,0.54,0.992,96.051403,0,0,14.949141,7.522495,42.371162,35.4,72.8,107,132.5,151.7,10.749206,59.559881,16.649413,0,0.073,39,
38031,5280TH,Lee,Rye Bridge,538500,209800,TL385209,758.3,38,EA-HNL,01/08/1993,,29.2,US,51,,,NO,YES,NO,PGI,NO,NO,NO,1993,2014,94.98,3.377,0.178,69,0.514,1.45,2.24,6.86,0.68,640,642,0.3,,0.59,0.947,89.263453,0,3.737959,19.985932,9.885977,43.451263,29.2,67.6,107.8,141.3,226.1,11.02183,54.677394,18.5658,0,0.082,40,
38032,5390TH,Lee,Lea Bridge,535200,187200,TQ351778,1364,38,EA-HNL,01/01/1992,,8,US,,,,NO,YES,NO,,NO,NO,NO,1994,2014,79.9,5.593,0,33.5,3.17,4,4.58,8.77,0.73,632,634,0.29,,0.53,0.891,59.348168,0,35.235746,19.330616,5.972547,48.200285,8,47,92,133.2,226.1,11.97548,50.582219,19.149755,0.037435,0.092,37,
39001,3400TH,Thames,Kingston,517800,169900,TQ177869,9948,39,EA-WT,1883-01-01,,4.7,US,450,,,YES,YES,YES,SRPGEI,YES,YES,NO,1883,2014,100,65.803,0.01,800,7.56,22.1,40.5,162,0.63,706,724,0.3,,0.653,0.942,43.169293,9.729994,37.070277,13.98083,7.444725,7.17236,4.7,50.3,99.5,181.6,329.8,16.08764,35.631733,32.163859,0.452809,0.066,42,315.61
39002,1900TH,Thames,Days Weir,456900,193600,SU568893,3444.7,39,EA-WT,01/01/1938,,45.8,MIS,,,,NO,YES,YES,PEI,YES,YES,NO,1938,2014,100,28.874,0.05,349,3.29,8.86,16.8,69.9,0.64,690,716,0.31,,0.65,0.953,28.494912,18.098538,53.406551,7.657484,0,9.974302,45.8,67,111.5,194.6,329.8,10.755652,46.504583,34.082256,0.000647,0.03,37.1,148.015
39003,4180TH,Wandle,South Wimbledon,526600,170500,TQ265557,176.1,39,EA-KSL,01/01/1962,,10.4,FL,,28,9.2,NO,YES,YES,GE,NO,YES,NO,1962,2014,93.13,1.872,0.221,11.5,0.742,1.42,1.72,2.83,0.87,732,724,0.31,,0.758,0.985,64.847959,0.025626,25.528716,17.239965,23.300669,1.517538,10.4,31.3,119.9,185.8,268.4,18.0522,8.258519,22.926568,0.018293,0.364,57.8,12.589
39004,4150TH,Wandle,Beddington Park,529600,165500,TQ296365,122,39,EA-KSL,01/01/1936,,33.1,EM,,13.1,120,NO,YES,YES,G,NO,YES,NO,1936,2014,76.81,0.186,0,2.13,0.022,0.1,0.157,0.348,0.79,762,764,0.33,12.6,0.846,0.993,87.370362,0.038789,1.142078,6.33287,35.270003,0,33.1,78.8,154.6,196.4,268.4,24.511704,11.288844,26.041007,0.01491,0.231,75.4,4.712
39005,4080TH,Beverley Brook,Wimbledon Common,521600,171700,TQ216147,43.5,39,EA-KSL,01/01/1935,,11,FL,,28.3,11.5,NO,YES,YES,GE,YES,YES,NO,1935,2014,70.82,0.536,0.023,12.9,0.227,0.351,0.419,0.89,0.65,630,633,0.29,13.2,0.48,0.994,15.252411,0,80.914233,28.071495,0,0,8,15.8,31.3,85.2,170.9,8.412988,0.905236,16.357499,0,0.499,27,11.143
39006,1090TH,Windrush,Newbridge,440200,201900,SP401790,362.6,39,EA-WT,01/01/1950,,63.4,CB,,,16,NO,YES,YES,PGI,YES,YES,NO,1950,2014,100,3.375,0.107,31.48,0.739,1.62,2.642,6.736,0.86,743,769,0.33,,0.79,0.951,73.893388,0,26.106612,1.67947,0,5.739878,63.4,99.4,180.8,252.5,317.2,13.06426,45.9509,34.435414,0.003457,0.015,60.5,11.05
39007,2469TH,Blackwater,Swallowfield,473100,164800,SU730964,354.8,39,EA-WT,01/01/1952,,42.3,CC,,26,11.5,YES,YES,YES,GE,YES,YES,NO,1952,2014,100,3.159,0.464,39.2,1.03,1.68,2.29,5.9,0.67,707,710,0.32,12,0.63,0.886,18.665764,0,18.962952,20.161271,2.42942,6.115098,42.3,59.7,80.1,125.9,224.4,22.49451,18.061782,25.371466,2.78793,0.132,32.1,22.297
39008,1200TH,Thames,Eynsham,444500,208700,SP444990,1616.2,39,EA-WT,01/01/1951,,59.7,MIS,,,,NO,YES,YES,SPE,NO,YES,NO,1951,2014,100,14.186,0.125,101,1.15,4.31,9,33.4,0.67,730,755,0.32,,0.686,0.946,55.104358,4.673904,40.221738,9.46219,0,7.872096,59.7,75.9,118.1,222.2,329.8,10.78187,45.4995,35.155417,0.000768,0.027,39,74.867
39009,,Thames,Bray Weir,490900,179700,SU909797,6915.3,39,EA-WT,01/01/1959,31/12/1982,21.3,MIS,,,,NO,YES,NO,SGEI,NO,NO,NO,1959,1982,100,58.206,7.051,278,15.26,26.5,41.4,127,0.7,697,716,0.31,,0.67,0.954,40.475821,12.55168,39.915257,11.172663,5.369607,7.900581,21.3,61.5,106.7,188.2,329.8,12.99742,41.233249,34.179882,0.194818,0.042,42,
39010,2870TH,Colne,Denham,505200,186400,TQ051886,743,39,EA-HNL,01/01/1953,,34.1,B,,17.5,14.4,NO,YES,YES,GEI,NO,YES,NO,1952,2014,100,4.141,0.741,21.7,1.832,2.92,3.69,6.69,0.87,703,710,0.29,,0.629,0.903,80.98208,0,9.590532,18.477072,30.485403,8.783456,34.1,73.7,117.6,173.9,266,14.43662,36.166616,25.593522,0.007232,0.117,42.7,10.434
39011,3040TH,Wey,Tilford,487500,143300,SU874543,396.3,39,EA-WT,01/01/1954,,47.8,C,,37.5,10.4,NO,YES,YES,GE,NO,YES,NO,1954,2014,100,3.269,0.575,56.2,1.3,1.87,2.42,5.55,0.72,854,867,0.35,,0.795,0.957,77.781248,9.258547,11.877636,3.913676,18.628424,0.004998,47.8,76.9,125.5,190.2,280,25.90107,31.181302,26.821689,1.645686,0.053,59,26.216
39012,3390TH,Hogsmill,Kingston upon Thames,518200,168800,TQ181926,69.1,39,EA-KSL,01/01/1956,,6.1,B,,36,15.4,NO,YES,YES,E,NO,YES,NO,1956,2014,98.28,1.076,0.328,15,0.554,0.759,0.896,1.68,0.74,668,679,0.3,12.6,0.599,0.991,36.614757,0,51.843065,12.15622,3.956315,0.023308,6.1,23,54.4,152.8,193.5,13.316218,7.599451,27.496567,0.010288,0.307,32.1,13.236
39013,2830TH,Colne,Berrygrove,512100,198100,TQ121089,352.2,39,EA-HNL,01/01/1934,,54.7,CC,,7.4,28.2,NO,YES,NO,GEI,NO,NO,NO,1934,2014,98.83,0.834,0,23.3,0.159,0.384,0.566,1.65,0.68,686,690,0.29,,0.54,0.93,69.577817,0,17.940698,19.378321,27.980586,11.705664,54.7,76.7,110.9,163.2,241.7,10.99825,42.87975,23.32275,0,0.112,33,
39014,2819TH,Ver,Hansteads,515100,202000,TL150770,132,39,EA-HNL,01/01/1956,,62.3,CC,,9.8,22.2,NO,YES,YES,G,YES,YES,NO,1956,2014,100,0.436,0.01,2.97,0.085,0.259,0.368,0.83,0.88,699,705,0.3,,0.677,0.947,91.509012,0,0,16.878334,48.641832,2.57522,62.3,92.8,133.5,179.9,241.7,9.48358,51.354634,19.92164,0,0.106,38.5,1.26
39015,2442TH,Whitewater,Lodge Farm,473400,152200,SU733565,44.6,39,EA-WT,01/01/1910,,71.5,C,,3,16.7,NO,YES,YES,G,NO,NO,YES,1927,2014,100,0.381,0.083,1.99,0.17,0.264,0.331,0.623,0.94,777,800,0.35,,0.926,1,97.121453,0,0.732888,0.840557,17.949151,0,71.5,96.7,126.7,178,224.4,11.988884,42.196936,29.26489,0.094314,0.036,48.1,1.31
39016,2290TH,Kennet,Theale,465000,170800,SU649597,1033.4,39,EA-WT,01/01/1961,,43.4,C,,,6.5,YES,YES,YES,RGI,YES,YES,NO,1961,2014,100,9.903,0.925,48.86,3.79,5.85,8.06,17.8,0.88,759,770,0.31,,0.766,0.965,71.517012,2.267959,14.044266,11.824156,17.928567,4.442191,43.4,91.2,153.3,204.7,295.7,14.91862,45.246816,31.527999,0.122426,0.017,54.9,38
39017,1471TH,Ray,Grendon Underwood,468100,221100,SP680522,18.8,39,EA-WT,01/01/1962,,65.7,FV,,6.6,,NO,YES,NO,N,NO,NO,YES,1962,2014,94.22,0.099,0,5.802,0,0.002,0.013,0.241,0.17,622,650,0.32,13,0.24,0.982,0,6.440082,93.559918,0,0,0,65.7,71.9,84,114.3,183.9,16.91487,37.186731,41.063846,0,0.004,28,5.279
39018,,Ock,Abingdon,448600,196900,SU486969,234.1,39,EA-WT,01/10/1962,01/01/1979,51.3,CC,,12,,NO,NO,YES,EI,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
39019,2269TH,Lambourn,Shaw,447000,168200,SU470336,234.1,39,EA-WT,01/01/1962,,75.6,C,,17,13.8,YES,YES,YES,RG,YES,YES,NO,1962,2014,100,1.77,0.411,9.529,0.763,1.14,1.49,2.99,0.97,736,737,0.32,,0.839,0.979,97.324352,0,0,1.471058,30.237989,6.361763,75.6,118.2,165.5,206.3,260.3,10.27721,53.825389,30.19708,0.102039,0.005,59.2,3.545
